,Name,Ranking,A_Type,B_Type,Date,Country
7094,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['2.', 'Juni', '2019']",
7095,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['2.', 'Juni', '2019']",Deutschland
7096,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['1.', 'Juni', '2019']",Norwegen
7097,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['28.', 'Mai', '2019']",Deutschland
7098,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['28.', 'Mai', '2019']",Virginia
7099,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['27.', 'Mai', '2019']",Schweiz
7100,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['27.', 'Mai', '2019']",
7101,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['26.', 'Mai', '2019']",Deutschland
7102,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['20.', 'Mai', '2019']",Russland
7103,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['19.', 'Mai', '2019']",Deutschland
7104,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['18.', 'Mai', '2019']",Wien
7105,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['16.', 'Mai', '2019']",Luxemburg
7106,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['15.', 'Mai', '2019']",PR
7107,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['15.', 'Mai', '2019']",
7108,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['14.', 'Mai', '2019']",Austria
7109,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['13.', 'Mai', '2019']",
7110,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['11.', 'Mai', '2019']",Schweiz
7111,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['9.', 'Mai', '2019']",Schweiz
7112,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['9.', 'Mai', '2019']",Deutschland
7113,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['8.', 'Mai', '2019']",Schweiz
7114,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['8.', 'Mai', '2019']",Schweiz
7115,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['7.', 'Mai', '2019']",Ukraine
7116,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['7.', 'Mai', '2019']",Deutschland
7117,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['6.', 'Mai', '2019']",Deutschland
7118,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['6.', 'Mai', '2019']",
7119,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['5.', 'Mai', '2019']",Griechenland
7120,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['5.', 'Mai', '2019']",Haag
7121,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['4.', 'Mai', '2019']",Kanada
7122,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['4.', 'Mai', '2019']",Österreich
7123,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['1.', 'Mai', '2019']",Jersey
7124,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['1.', 'Mai', '2019']",Deutschland
7125,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['30.', 'April', '2019']",Deutschland
7126,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['29.', 'April', '2019']",Potsdam
7127,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['29.', 'April', '2019']",Deutschland
7128,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['29.', 'April', '2019']",Norwegen
7129,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['28.', 'April', '2019']",Washington
7130,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['26.', 'April', '2019']",Italien
7131,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['26.', 'April', '2019']",Deutschland
7132,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['24.', 'April', '2019']",Libanon
7133,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['21.', 'April', '2019']",Deutschland
7134,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['20.', 'April', '2019']",Kalifornien
7135,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['20.', 'April', '2019']",Königreich
7136,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['20.', 'April', '2019']",Germany
7137,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['18.', 'April', '2019']",Deutschland
7138,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['18.', 'April', '2019']",Serbien
7139,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['18.', 'April', '2019']",
7140,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['17.', 'April', '2019']",Türkei
7141,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['14.', 'April', '2019']",Deutschland
7142,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['14.', 'April', '2019']",Deutschland
7143,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['13.', 'April', '2019']",
7144,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['13.', 'April', '2019']",Germany
7145,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['12.', 'April', '2019']",Frankreich
7146,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['11.', 'April', '2019']",Frankreich
7147,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['8.', 'April', '2019']",Germany
7148,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['7.', 'April', '2019']",Georgia
7149,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['7.', 'April', '2019']",Österreich
7150,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['7.', 'April', '2019']",
7151,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['6.', 'April', '2019']",Minnesota
7152,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['5.', 'April', '2019']",Deutschland
7153,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['3.', 'April', '2019']",Kroatien
7154,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['1.', 'April', '2019']",Deutschland
7155,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['31.', 'März', '2019']",Königreich
7156,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['30.', 'März', '2019']",Deutschland
7157,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['25.', 'März', '2019']",States
7158,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['20.', 'März', '2019']",Niederlande
7159,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['18.', 'März', '2019']",Deutschland
7160,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['15.', 'März', '2019']",Österreich
7161,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['15.', 'März', '2019']",Deutschland
7162,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['10.', 'März', '2019']",Deutschland
7163,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['10.', 'März', '2019']",Portugal
7164,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['9.', 'März', '2019']",Deutschland
7165,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['7.', 'März', '2019']",
7166,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['6.', 'März', '2019']",Germany
7167,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['6.', 'März', '2019']",Florida
7168,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['5.', 'März', '2019']",BRANCO
7169,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['4.', 'März', '2019']",
7170,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['3.', 'März', '2019']",Deutschland
7171,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['3.', 'März', '2019']",Deutschland
7172,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['28.', 'Februar', '2019']",Deutschland
7173,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['27.', 'Februar', '2019']",Deutschland
7174,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['27.', 'Februar', '2019']",Deutschland
7175,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['24.', 'Februar', '2019']",Königreich
7176,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['23.', 'Februar', '2019']",Norwegen
7177,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['23.', 'Februar', '2019']",Königreich
7178,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['21.', 'Februar', '2019']",Spanien
7179,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['21.', 'Februar', '2019']",Deutschland
7180,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['19.', 'Februar', '2019']",Dänemark
7181,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['17.', 'Februar', '2019']",Dänemark
7182,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['16.', 'Februar', '2019']",Frankreich
7183,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['14.', 'Februar', '2019']",Österreich
7184,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['13.', 'Februar', '2019']",Spanien
7185,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['13.', 'Februar', '2019']",Österreich
7186,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['12.', 'Februar', '2019']",Deutschland
7187,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['12.', 'Februar', '2019']",Polen
7188,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['11.', 'Februar', '2019']",
7189,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['11.', 'Februar', '2019']",Hamburg
7190,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['11.', 'Februar', '2019']",Deutschland
7191,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['10.', 'Februar', '2019']",Australien
7192,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['10.', 'Februar', '2019']",
7193,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['10.', 'Februar', '2019']",Dänemark
7194,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['9.', 'Februar', '2019']",
7195,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['7.', 'Februar', '2019']",Deutschland
7196,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['4.', 'Februar', '2019']",Türkei
7197,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['4.', 'Februar', '2019']",Deutschland
7198,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['3.', 'Februar', '2019']",Dänemark
7199,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['29.', 'Januar', '2019']",Deutschland
7200,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['29.', 'Januar', '2019']",Schweiz
7201,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['27.', 'Januar', '2019']",Spanien
7202,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['24.', 'Januar', '2019']",RJ
7203,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['23.', 'Januar', '2019']",Königreich
7204,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['22.', 'Januar', '2019']",Griechenland
7205,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['22.', 'Januar', '2019']",
7206,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['20.', 'Januar', '2019']",Russland
7207,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['19.', 'Januar', '2019']",Deutschland
7208,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['18.', 'Januar', '2019']",Deutschland
7209,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['15.', 'Januar', '2019']",Österreich
7210,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['15.', 'Januar', '2019']",Deutschland
7211,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['15.', 'Januar', '2019']",Italien
7212,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['13.', 'Januar', '2019']",
7213,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['11.', 'Januar', '2019']",Mexiko
7214,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['11.', 'Januar', '2019']",Dänemark
7215,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['9.', 'Januar', '2019']",Jersey
7216,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['8.', 'Januar', '2019']",Königreich
7217,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['6.', 'Januar', '2019']",Frankreich
7218,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['6.', 'Januar', '2019']",Königreich
7219,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['4.', 'Januar', '2019']",Portugal
7220,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['4.', 'Januar', '2019']",Schweiz
7221,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['4.', 'Januar', '2019']",Deutschland
7222,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['4.', 'Januar', '2019']",
7223,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['4.', 'Januar', '2019']",Australien
7224,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['3.', 'Januar', '2019']",Hereford
7225,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['2.', 'Januar', '2019']",
7226,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['2.', 'Januar', '2019']",Oberrüti
7227,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['1.', 'Januar', '2019']",
7228,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['31.', 'Dezember', '2018']",Maryland
7229,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['30.', 'Dezember', '2018']",Italien
7230,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['29.', 'Dezember', '2018']",Deutschland
7231,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['28.', 'Dezember', '2018']",Rumänien
7232,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['26.', 'Dezember', '2018']",Niederlande
7233,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['25.', 'Dezember', '2018']",Italien
7234,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['24.', 'Dezember', '2018']",Deutschland
7235,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['24.', 'Dezember', '2018']",Deutschland
7236,Hauptkirche St. Michaelis,13,Sehenswürdigkeiten & Wahrzeichen,Heilige & religiöse Stätten,"['23.', 'Dezember', '2018']",Deutschland
7237,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['12.', 'März', '2020']",
7238,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['10.', 'März', '2020']",
7239,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['8.', 'März', '2020']",
7240,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['8.', 'März', '2020']",
7241,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['6.', 'März', '2020']",Deutschland
7242,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['6.', 'März', '2020']",
7243,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['29.', 'Februar', '2020']",Deutschland
7244,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['28.', 'Februar', '2020']",Deutschland
7245,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['26.', 'Februar', '2020']",
7246,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['24.', 'Februar', '2020']",Deutschland
7247,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['23.', 'Februar', '2020']",Deutschland
7248,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['23.', 'Februar', '2020']",
7249,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['22.', 'Februar', '2020']",
7250,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['22.', 'Februar', '2020']",
7251,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['22.', 'Februar', '2020']",
7252,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['20.', 'Februar', '2020']",
7253,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['18.', 'Februar', '2020']",Deutschland
7254,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['17.', 'Februar', '2020']",
7255,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['16.', 'Februar', '2020']",
7256,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['15.', 'Februar', '2020']",
7257,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['14.', 'Februar', '2020']",
7258,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['14.', 'Februar', '2020']",Berlin
7259,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['9.', 'Februar', '2020']",Deutschland
7260,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['4.', 'Februar', '2020']",
7261,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['2.', 'Februar', '2020']",
7262,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['2.', 'Februar', '2020']",
7263,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['2.', 'Februar', '2020']",Deutschland
7264,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['2.', 'Februar', '2020']",
7265,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['1.', 'Februar', '2020']",
7266,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['31.', 'Januar', '2020']",Deutschland
7267,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['30.', 'Januar', '2020']",Deutschland
7268,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['28.', 'Januar', '2020']",Deutschland
7269,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['27.', 'Januar', '2020']",Deutschland
7270,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['26.', 'Januar', '2020']",
7271,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['26.', 'Januar', '2020']",
7272,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['25.', 'Januar', '2020']",
7273,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['23.', 'Januar', '2020']",
7274,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['22.', 'Januar', '2020']",
7275,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['21.', 'Januar', '2020']",
7276,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['21.', 'Januar', '2020']",Österreich
7277,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['19.', 'Januar', '2020']",
7278,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['19.', 'Januar', '2020']",
7279,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['12.', 'Januar', '2020']",
7280,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['11.', 'Januar', '2020']",Deutschland
7281,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['8.', 'Januar', '2020']",
7282,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['7.', 'Januar', '2020']",Deutschland
7283,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['5.', 'Januar', '2020']",
7284,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['5.', 'Januar', '2020']",
7285,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['4.', 'Januar', '2020']",Griechenland
7286,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['2.', 'Januar', '2020']",Deutschland
7287,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['2.', 'Januar', '2020']",
7288,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['1.', 'Januar', '2020']",
7289,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['31.', 'Dezember', '2019']",
7290,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['29.', 'Dezember', '2019']",
7291,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['29.', 'Dezember', '2019']",Deutschland
7292,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['29.', 'Dezember', '2019']",
7293,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['27.', 'Dezember', '2019']",Deutschland
7294,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['27.', 'Dezember', '2019']",
7295,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['27.', 'Dezember', '2019']",Deutschland
7296,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['26.', 'Dezember', '2019']",Südafrika
7297,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['22.', 'Dezember', '2019']",
7298,Schmidt Tivoli,7,Konzerte & Shows,Theater,"['22.', 'Dezember', '2019']",
