,Name,Ranking,A_Type,B_Type,Date,Country
1568,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['30.', 'Mai', '2019']",Griechenland
1569,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['29.', 'Mai', '2019']",Pakistan
1570,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['29.', 'Mai', '2019']",Indien
1571,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['29.', 'Mai', '2019']",Schweiz
1572,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['29.', 'Mai', '2019']",Irland
1573,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['29.', 'Mai', '2019']",Deutschland
1574,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['29.', 'Mai', '2019']",Deutschland
1575,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['29.', 'Mai', '2019']",Nevada
1576,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['29.', 'Mai', '2019']",Germany
1577,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['29.', 'Mai', '2019']",
1578,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['28.', 'Mai', '2019']",
1579,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['28.', 'Mai', '2019']",Königreich
1580,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['28.', 'Mai', '2019']",Königreich
1581,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['28.', 'Mai', '2019']",Neuseeland
1582,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['28.', 'Mai', '2019']",Schweiz
1583,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['27.', 'Mai', '2019']",Deutschland
1584,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['27.', 'Mai', '2019']",Deutschland
1585,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['27.', 'Mai', '2019']",Deutschland
1586,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['27.', 'Mai', '2019']",Luxemburg
1587,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['27.', 'Mai', '2019']",Frankreich
1588,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['27.', 'Mai', '2019']",
1589,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['26.', 'Mai', '2019']",Deutschland
1590,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['26.', 'Mai', '2019']",Deutschland
1591,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['26.', 'Mai', '2019']",Deutschland
1592,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['26.', 'Mai', '2019']",Deutschland
1593,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['26.', 'Mai', '2019']",Buckingham
1594,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['26.', 'Mai', '2019']",
1595,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['25.', 'Mai', '2019']",Frankreich
1596,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['25.', 'Mai', '2019']",Königreich
1597,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['25.', 'Mai', '2019']",Luxemburg
1598,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['25.', 'Mai', '2019']",Deutschland
1599,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['25.', 'Mai', '2019']",
1600,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['25.', 'Mai', '2019']",Königreich
1601,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['24.', 'Mai', '2019']",Maryland
1602,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['24.', 'Mai', '2019']",Schweiz
1603,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['24.', 'Mai', '2019']",
1604,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['24.', 'Mai', '2019']",
1605,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['24.', 'Mai', '2019']",
1606,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['24.', 'Mai', '2019']",Dänemark
1607,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['23.', 'Mai', '2019']",Ottobrunn
1608,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['23.', 'Mai', '2019']",
1609,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['23.', 'Mai', '2019']",Königreich
1610,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['23.', 'Mai', '2019']",
1611,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['22.', 'Mai', '2019']",Chile
1612,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['22.', 'Mai', '2019']",Deutschland
1613,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['22.', 'Mai', '2019']",Königreich
1614,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['22.', 'Mai', '2019']",Österreich
1615,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['21.', 'Mai', '2019']",Florida
1616,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['21.', 'Mai', '2019']",
1617,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['21.', 'Mai', '2019']",Polen
1618,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['21.', 'Mai', '2019']",
1619,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['21.', 'Mai', '2019']",Rico
1620,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['21.', 'Mai', '2019']",Deutschland
1621,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['20.', 'Mai', '2019']",Deutschland
1622,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['20.', 'Mai', '2019']",
1623,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['20.', 'Mai', '2019']",Gersau
1624,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['20.', 'Mai', '2019']",Russland
1625,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['20.', 'Mai', '2019']",Deutschland
1626,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['20.', 'Mai', '2019']",Deutschland
1627,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['20.', 'Mai', '2019']",
1628,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['19.', 'Mai', '2019']",Deutschland
1629,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['19.', 'Mai', '2019']",Deutschland
1630,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['19.', 'Mai', '2019']",Australien
1631,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['19.', 'Mai', '2019']",Deutschland
1632,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['19.', 'Mai', '2019']",Deutschland
1633,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['19.', 'Mai', '2019']",
1634,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['19.', 'Mai', '2019']",Königreich
1635,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['19.', 'Mai', '2019']",Deutschland
1636,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['19.', 'Mai', '2019']",Singapur
1637,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['19.', 'Mai', '2019']",Deutschland
1638,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['18.', 'Mai', '2019']",Wien
1639,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['18.', 'Mai', '2019']",Schweiz
1640,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['18.', 'Mai', '2019']",Deutschland
1641,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['18.', 'Mai', '2019']",Türkei
1642,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['18.', 'Mai', '2019']",Türkei
1643,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['17.', 'Mai', '2019']",Deutschland
1644,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['17.', 'Mai', '2019']",Deutschland
1645,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['17.', 'Mai', '2019']",Deutschland
1646,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['17.', 'Mai', '2019']",Schweiz
1647,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['16.', 'Mai', '2019']",Finnland
1648,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['16.', 'Mai', '2019']",Königreich
1649,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['16.', 'Mai', '2019']",Irland
1650,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['16.', 'Mai', '2019']",Wien
1651,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['16.', 'Mai', '2019']",Deutschland
1652,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['16.', 'Mai', '2019']",
1653,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['16.', 'Mai', '2019']",
1654,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['16.', 'Mai', '2019']",Ohio
1655,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['15.', 'Mai', '2019']",Deutschland
1656,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['15.', 'Mai', '2019']",Königreich
1657,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['15.', 'Mai', '2019']",
1658,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['15.', 'Mai', '2019']",
1659,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['15.', 'Mai', '2019']",
1660,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['15.', 'Mai', '2019']",
1661,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['15.', 'Mai', '2019']",Deutschland
1662,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['14.', 'Mai', '2019']",Deutschland
1663,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['14.', 'Mai', '2019']",Deutschland
1664,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['14.', 'Mai', '2019']",
1665,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['13.', 'Mai', '2019']",Paulo
1666,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['13.', 'Mai', '2019']",Dänemark
1667,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['13.', 'Mai', '2019']",Königreich
1668,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['13.', 'Mai', '2019']",
1669,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['13.', 'Mai', '2019']",
1670,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['13.', 'Mai', '2019']",
1671,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['13.', 'Mai', '2019']",
1672,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['13.', 'Mai', '2019']",
1673,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['13.', 'Mai', '2019']",
1674,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['12.', 'Mai', '2019']",Deutschland
1675,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['12.', 'Mai', '2019']",
1676,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['12.', 'Mai', '2019']",Königreich
1677,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['12.', 'Mai', '2019']",Dänemark
1678,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['12.', 'Mai', '2019']",Deutschland
1679,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['12.', 'Mai', '2019']",Berlin
1680,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['11.', 'Mai', '2019']",Russland
1681,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['11.', 'Mai', '2019']",London
1682,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['11.', 'Mai', '2019']",
1683,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['11.', 'Mai', '2019']",Deutschland
1684,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['10.', 'Mai', '2019']",Deutschland
1685,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['10.', 'Mai', '2019']",Königreich
1686,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['10.', 'Mai', '2019']",
1687,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['10.', 'Mai', '2019']",Italien
1688,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['10.', 'Mai', '2019']",Schweiz
1689,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['10.', 'Mai', '2019']",
1690,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['10.', 'Mai', '2019']",
1691,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['9.', 'Mai', '2019']",Spanien
1692,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['9.', 'Mai', '2019']",Schweiz
1693,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['9.', 'Mai', '2019']",Deutschland
1694,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['9.', 'Mai', '2019']",Deutschland
1695,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['9.', 'Mai', '2019']",Innsbruck
1696,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['9.', 'Mai', '2019']",
1697,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['9.', 'Mai', '2019']",
1698,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['9.', 'Mai', '2019']",Russland
1699,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['8.', 'Mai', '2019']",Deutschland
1700,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['8.', 'Mai', '2019']",
1701,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['8.', 'Mai', '2019']",Denmark
1702,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['8.', 'Mai', '2019']",Deutschland
1703,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['8.', 'Mai', '2019']",Dänemark
1704,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['8.', 'Mai', '2019']",
1705,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['8.', 'Mai', '2019']",
1706,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['8.', 'Mai', '2019']",Deutschland
1707,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['8.', 'Mai', '2019']",Deutschland
1708,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['8.', 'Mai', '2019']",
1709,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['8.', 'Mai', '2019']",Deutschland
1710,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['8.', 'Mai', '2019']",Deutschland
1711,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['8.', 'Mai', '2019']",Deutschland
1712,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['8.', 'Mai', '2019']",Schweiz
1713,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['8.', 'Mai', '2019']",Schweiz
1714,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['8.', 'Mai', '2019']",Arnsberg
1715,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['7.', 'Mai', '2019']",Deutschland
1716,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['7.', 'Mai', '2019']",Deutschland
1717,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['7.', 'Mai', '2019']",Deutschland
1718,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['7.', 'Mai', '2019']",Deutschland
1719,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['7.', 'Mai', '2019']",Deutschland
1720,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['7.', 'Mai', '2019']",Italien
1721,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['7.', 'Mai', '2019']",Schweden
1722,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['6.', 'Mai', '2019']",Österreich
1723,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['6.', 'Mai', '2019']",Schweden
1724,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['6.', 'Mai', '2019']",Chemnitz
1725,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['6.', 'Mai', '2019']",Ireland
1726,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['6.', 'Mai', '2019']",Deutschland
1727,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['6.', 'Mai', '2019']",Deutschland
1728,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['6.', 'Mai', '2019']",Russland
1729,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['6.', 'Mai', '2019']",Österreich
1730,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['6.', 'Mai', '2019']",
1731,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['6.', 'Mai', '2019']",Niederlande
1732,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['6.', 'Mai', '2019']",Portugal
1733,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['6.', 'Mai', '2019']",
1734,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['5.', 'Mai', '2019']",Kanada
1735,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['5.', 'Mai', '2019']",Washington
1736,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['5.', 'Mai', '2019']",Griechenland
1737,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['5.', 'Mai', '2019']",Schweden
1738,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['5.', 'Mai', '2019']",Luxemburg
1739,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['5.', 'Mai', '2019']",Deutschland
1740,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['5.', 'Mai', '2019']",Schweiz
1741,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['5.', 'Mai', '2019']",Deutschland
1742,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['5.', 'Mai', '2019']",Netherlands
1743,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['5.', 'Mai', '2019']",Deutschland
1744,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['5.', 'Mai', '2019']",Deutschland
1745,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['5.', 'Mai', '2019']",Italien
1746,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['5.', 'Mai', '2019']",
1747,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['4.', 'Mai', '2019']",manchester.uk
1748,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['4.', 'Mai', '2019']",
1749,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['4.', 'Mai', '2019']",Österreich
1750,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['3.', 'Mai', '2019']",
1751,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['3.', 'Mai', '2019']",Königreich
1752,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['3.', 'Mai', '2019']",Deutschland
1753,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['2.', 'Mai', '2019']",Frankreich
1754,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['2.', 'Mai', '2019']",Deutschland
1755,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['2.', 'Mai', '2019']",Italien
1756,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['2.', 'Mai', '2019']",Spanien
1757,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['2.', 'Mai', '2019']",York
1758,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['2.', 'Mai', '2019']",Deutschland
1759,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['2.', 'Mai', '2019']",Deutschland
1760,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['2.', 'Mai', '2019']",
1761,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['2.', 'Mai', '2019']",
1762,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['1.', 'Mai', '2019']",Deutschland
1763,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['1.', 'Mai', '2019']",Schweiz
1764,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['1.', 'Mai', '2019']",Schweden
1765,Miniatur Wunderland,1,museen,"Spezialmuseen, Wahrzeichen & Sehenswürdigkeiten","['1.', 'Mai', '2019']",cannes
